Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,GPU,Operating System,Operating System Version,Weight,HDD,SSD,Hybrid,FS,Price_ln
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8.0,Nvidia GeForce 930M,Windows,10,2.2,500,0,0,0,15.792407615245764
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,12.0,Intel HD Graphics 620,Windows,10,2.3,1,0,0,0,15.662486867397456
Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon 530,Linux,10,2.8,1,128,0,0,16.09506322948771
Acer,Aspire A515-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,Nvidia GeForce MX130,Windows,10,2.2,1,0,0,0,15.706291493463647
Lenovo,IdeaPad 320-17ISK,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows,10,2.8,1,0,0,0,15.28526976455896
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,Nvidia GeForce MX150,No OS,10,2.8,2,0,0,0,15.836966461395434
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6.0,Nvidia GeForce 940MX,Windows,10,2.8,1,128,0,0,15.848676197068343
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4.0,AMD Radeon R5 M430,Linux,10,2.25,1,0,0,0,15.152030470665885
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,2.5,0,256,0,0,15.813127430219382
Lenovo,Ideapad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6.0,Intel HD Graphics 620,Windows,10,2.2,0,256,0,0,15.454209752657082
Acer,Aspire A517-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,Nvidia GeForce MX150,Windows,10,3.0,0,256,0,0,15.950421337629477
Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12.0,Intel HD Graphics 620,Windows,10,2.15,1,0,0,0,15.583630809586595
Lenovo,Thinkpad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 630,Windows,10,1.95,0,256,0,0,16.093241735359317
Asus,VivoBook S15,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce 940MX,Windows,10,1.7,0,256,0,0,15.97739392712687
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5,1,256,0,0,16.16532917562146
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce 940MX,No OS,10,2.2,1,0,0,0,15.583645983978291
Acer,Chromebook C910-C2ST,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2.0,Intel HD Graphics,Chrome OS,10,2.19,0,16,0,0,14.38621209980858
Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,3.0,1,0,0,0,16.172091669693756
HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8.0,Intel HD Graphics 520,Windows,10,2.54,1,0,0,0,15.28526976455896
Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,2.0,0,256,0,0,16.60443192347495
Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows,10,2.05,0,256,0,0,15.698205196032289
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1060,Windows,10,3.2,1,0,0,0,16.262257291754686
Acer,Aspire A715-71G,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,Linux,10,2.5,0,256,0,0,15.979438917614598
Dell,Precision 7720,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16.0,Nvidia Quadro M1200,Windows,10,3.42,0,256,0,0,17.060138925985736
Lenovo,IdeaPad 310-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6.0,AMD Radeon R5 430,Windows,10,2.4,1,0,0,0,15.305513370835605
Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,Nvidia GeForce 940MX,Windows,10,1.63,0,512,0,0,16.38456348425855
Asus,VivoBook S14,Notebook,14.0,1366x768,Intel Core i3 7100U 2.4GHz,4.0,Intel HD Graphics 620,Windows,10,1.3,0,128,0,0,15.32535529163461
Asus,Rog GL702VS-GC095T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1070,Windows,10,2.9,1,256,0,0,16.753021594258016
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6.0,Nvidia GeForce GTX 940M,Windows,10,2.8,1,0,0,0,15.568339991788177
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce 940MX,No OS,10,2.2,2,0,0,0,15.401005716593618
Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5,1,128,0,0,16.23573467624571
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4.0,Intel HD Graphics 505,No OS,10,2.2,1,0,0,0,14.978983528370655
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,16.0,Intel HD Graphics 620,Windows,10,1.28,0,256,0,0,16.68123095241931
Toshiba,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,Nvidia GeForce 930M,Windows,10,2.2,0,256,0,0,16.04276373008486
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce 940MX,Windows,10,2.3,1,128,0,0,15.800991358937157
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows,10,1.86,1,0,0,0,15.243510043530367
Lenovo,IdeaPad 720S-13IKB,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.1,0,256,0,0,15.99966205373264
Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16.0,Intel UHD Graphics 620,Windows,10,1.21,0,1,0,0,16.91655320591904
MSI,GE63VR 7RF,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1070,Windows,10,2.8,1,256,0,0,16.74212359490472
Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,AMD A8-Series 7410 2.2GHz,8.0,AMD Radeon R5,Windows,10,2.23,0,256,0,0,15.243510043530367
Asus,VivoBook Flip,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,2.0,Intel HD Graphics 500,Windows,10,1.1,0,0,0,32,14.709678372750659
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,AMD Radeon 530,Windows,10,2.33,1,128,0,0,15.831059769680044
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16.0,Intel UHD Graphics 620,Windows,10,1.29,0,1,0,0,16.896342332036255
Lenovo,ThinkPad 13,Notebook,13.3,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4.0,Intel HD Graphics 510,Chrome OS,10,1.45,0,0,0,16,15.223916349629965
HP,ProBook 640,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.95,0,256,0,0,15.980459846748705
Acer,TravelMate B,Notebook,11.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4.0,Intel HD Graphics 405,Windows,10,1.4,0,0,0,128,15.27705616602157
HP,Elitebook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.48,0,256,0,0,16.256853959426635
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,4.0,Nvidia GeForce 920MX,Windows,10,2.79,1,0,0,0,15.471333458735675
Asus,ZenBook UX410UA-GV183T,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,2.0,0,256,0,0,16.090503258066015
HP,ProBook 450,Notebook,15.6,IPS Panel Full HD 1366x768,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows,10,2.1,1,0,0,0,15.89752179514671
Acer,Aspire 5,Notebook,15.6,1366x768,AMD A12-Series 9720P 2.7GHz,8.0,AMD Radeon RX 540,Windows,10,2.2,0,256,0,0,15.583630809586595
Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows,10,1.44,0,0,0,32,14.769661077352369
Acer,Aspire E5-575,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,6.0,Intel HD Graphics 620,Windows,10,2.23,1,0,0,0,15.401005716593618
Asus,VivoBook S15,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce 940MX,Windows,10,1.7,0,256,0,0,16.04935747560498
HP,Elitebook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.26,0,256,0,0,16.289593845918436
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,32.0,Nvidia GeForce GTX 1050,Windows,10,2.06,0,1,0,0,16.97106261158741
MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7,1,256,0,0,16.1821504301116
Toshiba,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,2.0,0,256,0,0,15.941973557717544
Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,2.0,1,256,0,0,16.288844501559655
Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows,10,1.85,1,0,0,0,15.199930162826341
Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,2.5,0,256,0,0,15.99966205373264
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8.0,Intel HD Graphics 620,Windows,10,1.48,0,256,0,0,16.23810341008126
Dell,Inspiron 7570,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,Nvidia GeForce 940MX,Windows,10,1.9,1,128,0,0,16.048499883480385
HP,Elitebook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.84,0,256,0,0,16.13519344702383
Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Linux,10,2.0,1,0,0,0,14.709642008453121
Dell,Inspiron 7570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,Nvidia GeForce 940MX,Windows,10,2.0,0,256,0,0,16.13410019229594
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,Intel HD Graphics,Linux,10,2.2,500,0,0,0,14.709314670255287
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12.0,AMD Radeon 530,Windows,10,2.2,2,0,0,0,15.894190309555707
HP,ProBook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8.0,Nvidia GeForce 930MX ,Windows,10,2.1,1,0,0,0,15.666587442044733
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16.0,Intel UHD Graphics 620,Windows,10,1.4,0,512,0,0,16.74212359490472
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows,10,1.2,0,256,0,0,16.45745428933973
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.4,2,256,0,0,16.12199483923375
HP,Stream 14-AX001nv,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2.0,Intel HD Graphics 400,Windows,10,1.44,0,0,0,32,14.724119056905453
Dell,Latitude 5590,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,16.0,Intel UHD Graphics 620,Windows,10,1.88,0,768,0,0,16.475628848891706
Asus,VivoBook Flip,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows,10,1.5,0,0,0,32,15.019833301054499
Dell,Inspiron 5570,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,AMD Radeon 530,Windows,10,1.9,1,0,0,0,15.58968226526995
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows,10,2.06,0,512,0,0,16.707426602835262
HP,Elitebook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.84,0,256,0,0,16.266099017570685
MSI,GP72MVR 7RFX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1060,Windows,10,2.7,1,128,0,0,16.343542786982766
HP,Zbook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia Quadro M1200,Windows,10,2.6,0,256,0,0,16.553552919821847
Toshiba,Tecra A50-C-21G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16.0,Nvidia GeForce 930M,Windows,10,2.4,0,512,0,0,16.339275355186548
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon 530,Windows,10,2.02,2,128,0,0,15.971130751460187
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,No OS,10,2.2,1,0,0,0,14.86742776424563
Dell,Inspiron 7577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,2.65,1,0,0,0,15.99966205373264
Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,2.36,2,0,0,0,15.416136567370277
Dell,Latitude 7480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8.0,Intel HD Graphics 620,Windows,10,1.36,0,256,0,0,16.356236892560922
HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows,10,1.86,500,0,0,0,15.177406688159259
Asus,Zenbook UX410UA-GV027T,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,2.0,0,256,0,0,15.94409220257783
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6.0,Nvidia GeForce GTX 940MX,Windows,10,2.8,1,128,0,0,15.670768632805133
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.86,1,0,0,0,15.552811729461622
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8.0,Nvidia GeForce 920MX ,No OS,10,2.2,0,256,0,0,15.305513370835605
HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8.0,Intel HD Graphics 405,Windows,10,2.04,2,0,0,0,15.056486618702534
Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,AMD Radeon 530,Windows,10,2.8,1,128,0,0,16.082242541058648
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,No OS,10,2.4,1,128,0,0,15.788706192142579
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,AMD Radeon R7 M445,Windows,10,2.33,0,256,0,0,15.894190309555707
HP,Elitebook 1040,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.36,0,256,0,0,16.56027834200165
Asus,ZenBook Flip,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12.0,Nvidia GeForce GT 940MX,Windows,10,2.26,2,512,0,0,16.09506322948771
Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4.0,AMD Radeon R5,Windows,10,2.1,0,128,0,0,15.147346621353458
Asus,Rog Strix,Gaming,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16.0,AMD Radeon RX 580,Windows,10,3.25,1,256,0,0,16.788665265638848
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,AMD A8-Series 7410 2.2GHz,4.0,AMD Radeon R5,Windows,10,2.6,0,128,0,0,15.28526976455896
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows,10,1.62,0,256,0,0,15.86026190776313
HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4.0,AMD Radeon R5,Windows,10,1.91,0,256,0,0,15.285249314452107
Lenovo,Yoga 11e,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4.0,Intel HD Graphics 500,Windows,10,1.59,0,128,0,0,15.408265276606421
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.60GHz,4.0,Intel HD Graphics 400,Windows,10,1.8,500,0,0,0,14.826248551981832
Asus,VivoBook E403NA,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows,10,1.5,0,0,0,32,14.74889908590394
Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Linux,10,2.4,1,0,0,0,15.83342663469031
HP,Omen 17-w212nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,3.35,1,128,0,0,16.175455844439387
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,No OS,10,1.85,0,128,0,0,15.093083762794091
Asus,ROG Strix,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1060,Windows,10,2.3,1,128,0,0,16.50446356289525
Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce 940MX,Windows,10,1.5,0,256,0,0,16.09506322948771
Asus,Zenbook Flip,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows,10,1.1,0,512,0,0,16.559649572939232
Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.13,0,512,0,0,16.82571480550611
Lenovo,Ideapad 510S-13IKB,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4.0,Intel HD Graphics 620,Windows,10,1.5,0,128,0,0,15.401005716593618
Dell,Precision 3510,Workstation,15.6,Full HD 1920x1080,Intel Core i5 6440HQ 2.6GHz,8.0,AMD FirePro W5130M,Windows,10,2.23,500,0,0,0,16.314743100372535
Dell,Precision 5520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8.0,Nvidia Quadro M1200,Windows,10,2.0,0,256,0,0,16.759129200746813
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows,10,1.42,0,512,0,0,16.92054682145051
Asus,Rog GL753VD-GC042T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,3.0,1,0,0,0,16.038921266183316
Asus,Rog GL753VE-GC070T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,3.0,1,256,0,0,16.465025303421875
Acer,Aspire 5,Notebook,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12.0,Nvidia GeForce MX130,Windows,10,2.2,1,0,0,0,15.635364826265176
MSI,Leopard GP72M,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7,0,256,0,0,16.300026131291844
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,AMD Radeon R7 M445,Linux,10,2.33,0,256,0,0,15.750751426412542
HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4.0,AMD Radeon 520,Windows,10,1.91,0,256,0,0,15.305513370835605
Lenovo,ThinkPad E580,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon RX 550,Windows,10,2.1,0,256,0,0,16.207318935874973
Lenovo,ThinkPad L470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.9,0,256,0,0,15.936657224090311
Dell,Precision M5520,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia Quadro M1200,Windows,10,1.78,0,256,0,0,16.998348924144373
Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows,10,1.13,0,1,0,0,16.965743450109812
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows,10,2.2,1,0,0,0,14.816492377036468
Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows,10,2.9,1,256,0,0,16.42527648101315
Lenovo,ThinkPad E580,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,AMD Radeon RX 550,Windows,10,2.1,1,256,0,0,16.135630414476708
Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Linux,10,2.5,0,256,0,0,15.871692172769265
MSI,GE73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1070,Windows,10,2.8,1,256,0,0,16.811148227043404
Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.1,0,512,0,0,16.628203977528177
Toshiba,Portege Z30-C-16P,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16.0,Intel HD Graphics 520,Windows,10,1.2,0,512,0,0,16.558562585218144
Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8.0,Intel HD Graphics,Windows,10,1.36,0,512,0,0,16.51945634748139
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows,10,2.2,500,0,0,0,15.106622431126889
Lenovo,Lenovo IdeaPad,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2.0,Intel HD Graphics 500,Windows,10,1.15,0,0,0,32,14.81141414513867
Lenovo,ThinkPad P51,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia Quadro M1200,Windows,10,2.67,0,512,0,0,16.65558852180597
